"Date","Year","Country","Location","Site","Management_level","Latitude","Longitude","number_transect","Family","Mean_biomass","sd_b","se_b","Mean_density","sd_d","se_d"
"04/02/2022",2022,"Comoros","Moheli National Park","Nkandzoni","National Park",0,0,5,"Pomacanthidae",15.07728,7.42620670544525,3.32110060166807,168,52.1536192416212,23.3238075793812
"9/10/2022",2022,"Comoros","Grand Comore","Memboiboini","National Park",-11.37151,43.32579,4,"Pomacanthidae",9.0462,11.9145249596169,5.95726247980843,90,38.2970843102535,19.1485421551268
"9/12/2022",2022,"Comoros","Grand Comore","Chindini","National Park",-11.93169,43.49697,4,"Pomacanthidae",38.2997,27.7445418831645,13.8722709415822,200,134.660065844828,67.3300329224138
"9/13/2022",2022,"Comoros","Grand Comore","Male","National Park",-11.90958,43.51859,5,"Pomacanthidae",27.25824,9.52207839329208,4.25840291489662,224,92.0869154657707,41.182520563948
"9/15/2022",2022,"Comoros","Grand Comore","Itsoundzou","National Park",-11.873187,43.3866534,4,"Pomacanthidae",21.8167,23.9330368249971,11.9665184124985,260,217.868461844909,108.934230922455
"9/16/2022",2022,"Comoros","Grand Comore","Ifoundihe Chamboini","National Park",-11.91326,43.42691,5,"Pomacanthidae",36.9016,25.8798140225157,11.5738046798795,384,125.219806739988,56
"9/6/2022",2022,"Comoros","Grand Comore","Ndroude","National Park",-11.40755,43.41835,5,"Pomacanthidae",19.28192,22.2810184442274,9.9643743698438,120,97.9795897113271,43.8178046004133
"9/7/2022",2022,"Comoros","Grand Comore","Ivoini","National Park",-11.39149,43.40332,5,"Pomacanthidae",33.50208,45.6115658186824,20.398112346156,104,115.238882327103,51.5363949069005
"9/8/2022",2022,"Comoros","Grand Comore","Bangoi","National Park",-11.36711,43.37958,5,"Pomacanthidae",11.22296,13.3782198624481,5.98292180607435,256,212.790977252326,95.1630180269625
"04/02/2022",2022,"Comoros","Moheli National Park","Nkandzoni","National Park",0,0,5,"Lutjanidae",12.134,27.1324488389824,12.134,48,107.33126291999,48
"9/10/2022",2022,"Comoros","Grand Comore","Memboiboini","National Park",-11.37151,43.32579,4,"Lutjanidae",34.377,68.754,34.377,520,1040,520
"9/12/2022",2022,"Comoros","Grand Comore","Chindini","National Park",-11.93169,43.49697,4,"Lutjanidae",193.1149,386.2298,193.1149,420,840,420
"9/13/2022",2022,"Comoros","Grand Comore","Male","National Park",-11.90958,43.51859,5,"Lutjanidae",0,0,0,0,0,0
"9/15/2022",2022,"Comoros","Grand Comore","Itsoundzou","National Park",-11.873187,43.3866534,4,"Lutjanidae",4.4241,8.8482,4.4241,20,40,20
"9/16/2022",2022,"Comoros","Grand Comore","Ifoundihe Chamboini","National Park",-11.91326,43.42691,5,"Lutjanidae",0,0,0,0,0,0
"9/6/2022",2022,"Comoros","Grand Comore","Ndroude","National Park",-11.40755,43.41835,5,"Lutjanidae",21.41448,34.7956110754216,15.5610703366574,168,353.723055510946,158.189759466282
"9/7/2022",2022,"Comoros","Grand Comore","Ivoini","National Park",-11.39149,43.40332,5,"Lutjanidae",0,0,0,0,0,0
"9/8/2022",2022,"Comoros","Grand Comore","Bangoi","National Park",-11.36711,43.37958,5,"Lutjanidae",9.52816,21.3056134604944,9.52816,8,17.8885438199983,8
"04/02/2022",2022,"Comoros","Moheli National Park","Nkandzoni","National Park",0,0,5,"Balistidae",3.0708,3.69697673241258,1.65333825698192,40,40,17.8885438199983
"9/10/2022",2022,"Comoros","Grand Comore","Memboiboini","National Park",-11.37151,43.32579,4,"Balistidae",17.6402,10.8979768079523,5.44898840397616,140,40,20
"9/12/2022",2022,"Comoros","Grand Comore","Chindini","National Park",-11.93169,43.49697,4,"Balistidae",49.5278,54.4599142244397,27.2299571122199,170,60,30
"9/13/2022",2022,"Comoros","Grand Comore","Male","National Park",-11.90958,43.51859,5,"Balistidae",20.52008,16.5562163682407,7.40416504991616,144,121.983605455815,54.5527267879434
"9/15/2022",2022,"Comoros","Grand Comore","Itsoundzou","National Park",-11.873187,43.3866534,4,"Balistidae",20.8633,17.6794224140194,8.83971120700972,180,124.365054041184,62.1825270205921
"9/16/2022",2022,"Comoros","Grand Comore","Ifoundihe Chamboini","National Park",-11.91326,43.42691,5,"Balistidae",39.04728,5.41799307050129,2.42300016145274,304,60.6630035524124,27.1293199325011
"9/6/2022",2022,"Comoros","Grand Comore","Ndroude","National Park",-11.40755,43.41835,5,"Balistidae",8.30984,11.4422894268586,5.11714739533658,104,148.593404968054,66.4529909033446
"9/7/2022",2022,"Comoros","Grand Comore","Ivoini","National Park",-11.39149,43.40332,5,"Balistidae",22.78352,16.3222834564285,7.29954707131888,184,131.45341380124,58.7877538267963
"9/8/2022",2022,"Comoros","Grand Comore","Bangoi","National Park",-11.36711,43.37958,5,"Balistidae",52.62528,32.4814769829206,14.526158108681,440,300.665927567458,134.461890511773
"04/02/2022",2022,"Comoros","Moheli National Park","Nkandzoni","National Park",0,0,5,"Scarinae",222.01456,163.912358588753,73.3038352313547,584,373.737876057538,167.140659326209
"9/10/2022",2022,"Comoros","Grand Comore","Memboiboini","National Park",-11.37151,43.32579,4,"Scarinae",22.6802,33.7726820563603,16.8863410281801,90,154.488403016753,77.2442015083764
"9/12/2022",2022,"Comoros","Grand Comore","Chindini","National Park",-11.93169,43.49697,4,"Scarinae",59.3955,9.93592789761814,4.96796394880907,320,134.660065844828,67.3300329224138
"9/13/2022",2022,"Comoros","Grand Comore","Male","National Park",-11.90958,43.51859,5,"Scarinae",16.99632,11.3037600519473,5.05519517550015,128,124.579292019179,55.7135531087365
"9/15/2022",2022,"Comoros","Grand Comore","Itsoundzou","National Park",-11.873187,43.3866534,4,"Scarinae",51.1537,29.0601818528377,14.5300909264189,290,231.804515342849,115.902257671425
"9/16/2022",2022,"Comoros","Grand Comore","Ifoundihe Chamboini","National Park",-11.91326,43.42691,5,"Scarinae",38.9884,26.355550137305,11.7865603382836,128,65.7267069006199,29.3938769133981
"9/6/2022",2022,"Comoros","Grand Comore","Ndroude","National Park",-11.40755,43.41835,5,"Scarinae",19.59088,12.0606002749449,5.39366441284587,128,59.3295878967653,26.5329983228432
"9/7/2022",2022,"Comoros","Grand Comore","Ivoini","National Park",-11.39149,43.40332,5,"Scarinae",3.38808,4.75135839439628,2.12487207106687,24,35.7770876399966,16
"9/8/2022",2022,"Comoros","Grand Comore","Bangoi","National Park",-11.36711,43.37958,5,"Scarinae",17.1016,14.5930867440717,6.52622679225906,192,237.318351587061,106.131993291373
"04/02/2022",2022,"Comoros","Moheli National Park","Nkandzoni","National Park",0,0,5,"Chaetodontidae",26.26264,7.46106133790629,3.3366880671708,440,120,53.6656314599949
"9/10/2022",2022,"Comoros","Grand Comore","Memboiboini","National Park",-11.37151,43.32579,4,"Chaetodontidae",34.9763,9.02955289775376,4.51477644887688,610,154.488403016753,77.2442015083764
"9/12/2022",2022,"Comoros","Grand Comore","Chindini","National Park",-11.93169,43.49697,4,"Chaetodontidae",34.2835,13.6285303697794,6.81426518488971,630,199.666388424959,99.8331942124796
"9/13/2022",2022,"Comoros","Grand Comore","Male","National Park",-11.90958,43.51859,5,"Chaetodontidae",25.76176,8.18812615730852,3.6618413392172,432,127.74975538137,57.1314274283428
"9/15/2022",2022,"Comoros","Grand Comore","Itsoundzou","National Park",-11.873187,43.3866534,4,"Chaetodontidae",53.5216,16.1740015217839,8.08700076089193,970,204.939015319192,102.469507659596
"9/16/2022",2022,"Comoros","Grand Comore","Ifoundihe Chamboini","National Park",-11.91326,43.42691,5,"Chaetodontidae",50.27384,21.235155797121,9.49665037503224,856,356.202189774291,159.298462013919
"9/6/2022",2022,"Comoros","Grand Comore","Ndroude","National Park",-11.40755,43.41835,5,"Chaetodontidae",26.77224,16.4369913027902,7.35084597972233,488,273.349593012318,122.245654319489
"9/7/2022",2022,"Comoros","Grand Comore","Ivoini","National Park",-11.39149,43.40332,5,"Chaetodontidae",19.61992,6.33298165732382,2.83219549720707,328,86.7179335547152,38.7814388593306
"9/8/2022",2022,"Comoros","Grand Comore","Bangoi","National Park",-11.36711,43.37958,5,"Chaetodontidae",25.00656,7.76071625354258,3.47069781940174,424,143.108350559987,64
"04/02/2022",2022,"Comoros","Moheli National Park","Nkandzoni","National Park",0,0,5,"Lethrinidae",32.42936,37.3805959809097,16.7171107305539,160,152.315462117278,68.1175454637056
"9/10/2022",2022,"Comoros","Grand Comore","Memboiboini","National Park",-11.37151,43.32579,4,"Lethrinidae",6.9615,13.923,6.9615,80,160,80
"9/12/2022",2022,"Comoros","Grand Comore","Chindini","National Park",-11.93169,43.49697,4,"Lethrinidae",40.0596,29.4672715117411,14.7336357558705,140,105.830052442584,52.9150262212918
"9/13/2022",2022,"Comoros","Grand Comore","Male","National Park",-11.90958,43.51859,5,"Lethrinidae",17.24216,38.5546418389278,17.24216,8,17.8885438199983,8
"9/15/2022",2022,"Comoros","Grand Comore","Itsoundzou","National Park",-11.873187,43.3866534,4,"Lethrinidae",11.8536,16.697973168821,8.34898658441051,50,75.7187779440036,37.8593889720018
"9/16/2022",2022,"Comoros","Grand Comore","Ifoundihe Chamboini","National Park",-11.91326,43.42691,5,"Lethrinidae",13.0392,29.1565375722153,13.0392,24,53.665631459995,24
"9/6/2022",2022,"Comoros","Grand Comore","Ndroude","National Park",-11.40755,43.41835,5,"Lethrinidae",29.57944,41.421002003911,18.52403523538,16,21.9089023002066,9.79795897113271
"9/7/2022",2022,"Comoros","Grand Comore","Ivoini","National Park",-11.39149,43.40332,5,"Lethrinidae",0,0,0,0,0,0
"9/8/2022",2022,"Comoros","Grand Comore","Bangoi","National Park",-11.36711,43.37958,5,"Lethrinidae",8.6928,19.4376917148102,8.6928,16,35.7770876399966,16
"04/02/2022",2022,"Comoros","Moheli National Park","Nkandzoni","National Park",0,0,5,"Haemulidae",10.53312,16.7114714693829,7.47359724191771,24,35.7770876399966,16
"9/10/2022",2022,"Comoros","Grand Comore","Memboiboini","National Park",-11.37151,43.32579,4,"Haemulidae",0,0,0,0,0,0
"9/12/2022",2022,"Comoros","Grand Comore","Chindini","National Park",-11.93169,43.49697,4,"Haemulidae",3.928,4.5356637147537,2.26783185737685,20,23.094010767585,11.5470053837925
"9/13/2022",2022,"Comoros","Grand Comore","Male","National Park",-11.90958,43.51859,5,"Haemulidae",0,0,0,0,0,0
"9/15/2022",2022,"Comoros","Grand Comore","Itsoundzou","National Park",-11.873187,43.3866534,4,"Haemulidae",42.6987,4.34607485592844,2.17303742796422,60,23.094010767585,11.5470053837925
"9/16/2022",2022,"Comoros","Grand Comore","Ifoundihe Chamboini","National Park",-11.91326,43.42691,5,"Haemulidae",0.0456,0.10196469977399,0.0456,8,17.8885438199983,8
"9/6/2022",2022,"Comoros","Grand Comore","Ndroude","National Park",-11.40755,43.41835,5,"Haemulidae",2.87912,6.43790803537919,2.87912,8,17.8885438199983,8
"9/7/2022",2022,"Comoros","Grand Comore","Ivoini","National Park",-11.39149,43.40332,5,"Haemulidae",0,0,0,0,0,0
"9/8/2022",2022,"Comoros","Grand Comore","Bangoi","National Park",-11.36711,43.37958,5,"Haemulidae",0,0,0,0,0,0
"11/1/2023",2023,"Comoros","Grand Comore","Mitsamiouli","National Park",-11.3790333,43.2881833,4,"Acanthuridae",78.6347,30.6450678844084,15.3225339422042,1180,441.210456207315,220.605228103657
"11/1/2023",2023,"Comoros","Grand Comore","Mitsamiouli","National Park",-11.3790333,43.2881833,4,"Lutjanidae",62.0164,105.580721834749,52.7903609173746,620,1055.52514576079,527.762572880394
"11/1/2023",2023,"Comoros","Grand Comore","Mitsamiouli","National Park",-11.3790333,43.2881833,4,"Balistidae",28.7734,46.1662937020795,23.0831468510398,170,143.759057685652,71.8795288428261
"11/1/2023",2023,"Comoros","Grand Comore","Mitsamiouli","National Park",-11.3790333,43.2881833,4,"Caesionidae",51.8101,87.735397521031,43.8676987605155,860,1328.05622370942,664.028111854712
"11/1/2023",2023,"Comoros","Grand Comore","Mitsamiouli","National Park",-11.3790333,43.2881833,4,"Scarinae",42.7351,24.3536723240391,12.1768361620195,230,150.996688705415,75.4983443527075
"11/1/2023",2023,"Comoros","Grand Comore","Mitsamiouli","National Park",-11.3790333,43.2881833,4,"Pomacanthidae",3.6138,2.11053061258695,1.05526530629348,200,92.3760430703401,46.1880215351701
"11/1/2023",2023,"Comoros","Grand Comore","Mitsamiouli","National Park",-11.3790333,43.2881833,4,"Epinephelidae",6.5255,5.87861806322994,2.93930903161497,90,60,30
"11/1/2023",2023,"Comoros","Grand Comore","Mitsamiouli","National Park",-11.3790333,43.2881833,4,"Chaetodontidae",30.1659,10.3014849641528,5.15074248207641,540,197.31531449265,98.6576572463249
"11/1/2023",2023,"Comoros","Grand Comore","Mitsamiouli","National Park",-11.3790333,43.2881833,4,"Epinephelinae",0,0,0,0,0,0
"11/1/2023",2023,"Comoros","Grand Comore","Mitsamiouli","National Park",-11.3790333,43.2881833,4,"Lethrinidae",17.7904,19.3919455114746,9.6959727557373,230,356.83796509527,178.418982547635
"11/1/2023",2023,"Comoros","Grand Comore","Mitsamiouli","National Park",-11.3790333,43.2881833,4,"Siganidae",0,0,0,0,0,0
"11/2/2023",2023,"Comoros","Grand Comore","Fassi","National Park",-11.39571,43.27571,4,"Acanthuridae",93.1093,45.1251298719461,22.562564935973,1380,632.033754372871,316.016877186436
"11/2/2023",2023,"Comoros","Grand Comore","Fassi","National Park",-11.39571,43.27571,4,"Lutjanidae",121.0818,81.4526161704665,40.7263080852332,2440,732.484357057087,366.242178528543
"11/2/2023",2023,"Comoros","Grand Comore","Fassi","National Park",-11.39571,43.27571,4,"Balistidae",5.1447,6.5417582335842,3.2708791167921,70,82.4621125123532,41.2310562561766
"11/2/2023",2023,"Comoros","Grand Comore","Fassi","National Park",-11.39571,43.27571,4,"Caesionidae",0,0,0,0,0,0
"11/2/2023",2023,"Comoros","Grand Comore","Fassi","National Park",-11.39571,43.27571,4,"Scarinae",50.0006,33.6735629074204,16.8367814537102,390,140,70
"11/2/2023",2023,"Comoros","Grand Comore","Fassi","National Park",-11.39571,43.27571,4,"Pomacanthidae",7.4391,1.7434789550398,0.871739477519899,470,110.151410945722,55.075705472861
"11/2/2023",2023,"Comoros","Grand Comore","Fassi","National Park",-11.39571,43.27571,4,"Epinephelidae",6.3328,5.79219175557348,2.89609587778674,230,182.93896978683,91.469484893415
"11/2/2023",2023,"Comoros","Grand Comore","Fassi","National Park",-11.39571,43.27571,4,"Chaetodontidae",31.2348,21.5228878434099,10.7614439217049,560,380.876182855619,190.438091427809
"11/2/2023",2023,"Comoros","Grand Comore","Fassi","National Park",-11.39571,43.27571,4,"Epinephelinae",0,0,0,0,0,0
"11/2/2023",2023,"Comoros","Grand Comore","Fassi","National Park",-11.39571,43.27571,4,"Lethrinidae",2.1385,1.74615959178994,0.873079795894969,40,32.659863237109,16.3299316185545
"11/2/2023",2023,"Comoros","Grand Comore","Fassi","National Park",-11.39571,43.27571,4,"Siganidae",0,0,0,0,0,0
"11/4/2023",2023,"Comoros","Grand Comore","Ndjelezi","National Park",-11.37226,43.39113,4,"Acanthuridae",170.0638,18.3975665651738,9.19878328258689,2040,485.523772160883,242.761886080442
"11/4/2023",2023,"Comoros","Grand Comore","Ndjelezi","National Park",-11.37226,43.39113,4,"Lutjanidae",113.6159,115.414618701734,57.707309350867,720,246.576560118759,123.28828005938
"11/4/2023",2023,"Comoros","Grand Comore","Ndjelezi","National Park",-11.37226,43.39113,4,"Balistidae",94.1704,156.556165458747,78.2780827293737,150,128.062484748657,64.0312423743285
"11/4/2023",2023,"Comoros","Grand Comore","Ndjelezi","National Park",-11.37226,43.39113,4,"Caesionidae",88.1562,164.511849058318,82.2559245291588,790,1475.2626884728,737.631344236401
"11/4/2023",2023,"Comoros","Grand Comore","Ndjelezi","National Park",-11.37226,43.39113,4,"Scarinae",35.8619,29.6331998935878,14.8165999467939,200,117.756811551038,58.878405775519
"11/4/2023",2023,"Comoros","Grand Comore","Ndjelezi","National Park",-11.37226,43.39113,4,"Pomacanthidae",5.0648,3.58135442535363,1.79067721267681,320,226.274169979695,113.137084989848
"11/4/2023",2023,"Comoros","Grand Comore","Ndjelezi","National Park",-11.37226,43.39113,4,"Epinephelidae",13.9091,4.10041145740278,2.05020572870139,170,82.4621125123532,41.2310562561766
"11/4/2023",2023,"Comoros","Grand Comore","Ndjelezi","National Park",-11.37226,43.39113,4,"Chaetodontidae",36.2926,23.8143273166946,11.9071636583473,660,411.177171869581,205.58858593479
"11/4/2023",2023,"Comoros","Grand Comore","Ndjelezi","National Park",-11.37226,43.39113,4,"Epinephelinae",0,0,0,10,20,10
"11/4/2023",2023,"Comoros","Grand Comore","Ndjelezi","National Park",-11.37226,43.39113,4,"Lethrinidae",183.4632,220.764822711591,110.382411355795,1540,1487.54831854296,743.774159271482
"11/4/2023",2023,"Comoros","Grand Comore","Ndjelezi","National Park",-11.37226,43.39113,4,"Siganidae",1.9705,3.941,1.9705,20,40,20
"2/23/2024",2024,"Comoros","Shisiwani National Park","Harimandago","National Park",-12.20559,44.22253,5,"Acanthuridae",87.66232,24.8974578435631,11.1344816410285,1144,210.902821223425,94.3186089804128
"2/23/2024",2024,"Comoros","Shisiwani National Park","Harimandago","National Park",-12.20559,44.22253,5,"Epinephelidae",12.22176,11.8020319321717,5.27802913459181,88,76.9415362466854,34.4093010681705
"2/23/2024",2024,"Comoros","Shisiwani National Park","Harimandago","National Park",-12.20559,44.22253,5,"Lutjanidae",2.874,6.4264593673344,2.874,16,35.7770876399966,16
"2/23/2024",2024,"Comoros","Shisiwani National Park","Harimandago","National Park",-12.20559,44.22253,5,"Pomacanthidae",26.62304,22.6890026058441,10.1468304336674,496,507.227759492715,226.839150060125
"2/23/2024",2024,"Comoros","Shisiwani National Park","Harimandago","National Park",-12.20559,44.22253,5,"Balistidae",17.36272,10.218411725508,4.56981264806338,112,59.3295878967653,26.5329983228432
"2/23/2024",2024,"Comoros","Shisiwani National Park","Harimandago","National Park",-12.20559,44.22253,5,"Caesionidae",119.94088,251.49252651805,112.470877025506,624,1224.28754792328,547.518036232598
"2/23/2024",2024,"Comoros","Shisiwani National Park","Harimandago","National Park",-12.20559,44.22253,5,"Scarinae",32.14912,30.2822907236556,13.5426521145011,248,186.333035181634,83.3306666239986
"2/23/2024",2024,"Comoros","Shisiwani National Park","Harimandago","National Park",-12.20559,44.22253,5,"Chaetodontidae",44.4428,10.4109611928966,4.65592338768584,688,179.777640433954,80.3990049689671
"2/23/2024",2024,"Comoros","Shisiwani National Park","Harimandago","National Park",-12.20559,44.22253,5,"Lethrinidae",7.19584,16.0903873952121,7.19584,24,53.665631459995,24
"2/23/2024",2024,"Comoros","Shisiwani National Park","Harimandago","National Park",-12.20559,44.22253,5,"Haemulidae",0,0,0,0,0,0
"2/24/2024",2024,"Comoros","Shisiwani National Park","Fumboni","National Park",-12.18536,44.29144,4,"Acanthuridae",92.7243,40.5908577140222,20.2954288570111,1600,467.618077780005,233.809038890002
"2/24/2024",2024,"Comoros","Shisiwani National Park","Fumboni","National Park",-12.18536,44.29144,4,"Epinephelidae",22.7975,11.0136926723057,5.50684633615284,230,154.488403016753,77.2442015083764
"2/24/2024",2024,"Comoros","Shisiwani National Park","Fumboni","National Park",-12.18536,44.29144,4,"Lutjanidae",3.5926,4.1483771541813,2.07418857709065,20,23.094010767585,11.5470053837925
"2/24/2024",2024,"Comoros","Shisiwani National Park","Fumboni","National Park",-12.18536,44.29144,4,"Pomacanthidae",15.5632,8.20031984416868,4.10015992208434,380,207.846096908265,103.923048454133
"2/24/2024",2024,"Comoros","Shisiwani National Park","Fumboni","National Park",-12.18536,44.29144,4,"Balistidae",19.844,16.1486935694501,8.07434678472507,160,103.279555898864,51.6397779494322
"2/24/2024",2024,"Comoros","Shisiwani National Park","Fumboni","National Park",-12.18536,44.29144,4,"Caesionidae",0,0,0,0,0,0
"2/24/2024",2024,"Comoros","Shisiwani National Park","Fumboni","National Park",-12.18536,44.29144,4,"Scarinae",36.3102,28.9520776613124,14.4760388306562,280,138.56406460551,69.2820323027551
"2/24/2024",2024,"Comoros","Shisiwani National Park","Fumboni","National Park",-12.18536,44.29144,4,"Chaetodontidae",47.7337,21.0065093184629,10.5032546592314,820,352.514775104061,176.25738755203
"2/24/2024",2024,"Comoros","Shisiwani National Park","Fumboni","National Park",-12.18536,44.29144,4,"Lethrinidae",1.964,2.69780900732428,1.34890450366214,20,23.094010767585,11.5470053837925
"2/24/2024",2024,"Comoros","Shisiwani National Park","Fumboni","National Park",-12.18536,44.29144,4,"Haemulidae",0,0,0,0,0,0
"2/25/2024",2024,"Comoros","Shisiwani National Park","Hashelafou","National Park",-12.1664,44.23878,4,"Acanthuridae",142.6383,91.2062077053238,45.6031038526619,2000,618.816073913189,309.408036956594
"2/25/2024",2024,"Comoros","Shisiwani National Park","Hashelafou","National Park",-12.1664,44.23878,4,"Epinephelidae",70.9358,50.6886967360574,25.3443483680287,300,161.658075373095,80.8290376865476
"2/25/2024",2024,"Comoros","Shisiwani National Park","Hashelafou","National Park",-12.1664,44.23878,4,"Lutjanidae",316.0307,632.0614,316.0307,430,860,430
"2/25/2024",2024,"Comoros","Shisiwani National Park","Hashelafou","National Park",-12.1664,44.23878,4,"Pomacanthidae",24.6566,32.5837256433331,16.2918628216665,560,206.559111797729,103.279555898864
"2/25/2024",2024,"Comoros","Shisiwani National Park","Hashelafou","National Park",-12.1664,44.23878,4,"Balistidae",20.7367,12.7322474763884,6.36612373819422,110,50.3322295684717,25.1661147842358
"2/25/2024",2024,"Comoros","Shisiwani National Park","Hashelafou","National Park",-12.1664,44.23878,4,"Caesionidae",0,0,0,0,0,0
"2/25/2024",2024,"Comoros","Shisiwani National Park","Hashelafou","National Park",-12.1664,44.23878,4,"Scarinae",76.382,52.3710904567269,26.1855452283634,390,227.156333832011,113.578166916005
"2/25/2024",2024,"Comoros","Shisiwani National Park","Hashelafou","National Park",-12.1664,44.23878,4,"Chaetodontidae",51.582,9.59849476532649,4.79924738266324,840,138.56406460551,69.2820323027551
"2/25/2024",2024,"Comoros","Shisiwani National Park","Hashelafou","National Park",-12.1664,44.23878,4,"Lethrinidae",5.7177,8.08609602630755,4.04304801315377,40,56.5685424949238,28.2842712474619
"2/25/2024",2024,"Comoros","Shisiwani National Park","Hashelafou","National Park",-12.1664,44.23878,4,"Haemulidae",18.4312,36.8624,18.4312,20,40,20
"2/26/2024",2024,"Comoros","Shisiwani National Park","Mayindrini","National Park",-12.16027,44.20214,5,"Acanthuridae",200.50488,129.652748017279,57.9824716072573,1560,474.130783645188,212.037732491177
"2/26/2024",2024,"Comoros","Shisiwani National Park","Mayindrini","National Park",-12.16027,44.20214,5,"Epinephelidae",33.0596,25.4904811582677,11.3996897298128,264,186.76188047886,83.5224520712844
"2/26/2024",2024,"Comoros","Shisiwani National Park","Mayindrini","National Park",-12.16027,44.20214,5,"Lutjanidae",0,0,0,0,0,0
"2/26/2024",2024,"Comoros","Shisiwani National Park","Mayindrini","National Park",-12.16027,44.20214,5,"Pomacanthidae",18.72664,13.8165127108109,6.17893232667263,376,82.9457654133109,37.0944739819828
"2/26/2024",2024,"Comoros","Shisiwani National Park","Mayindrini","National Park",-12.16027,44.20214,5,"Balistidae",38.11648,43.1314011637925,19.2889489934107,152,103.537432844358,46.3033476111609
"2/26/2024",2024,"Comoros","Shisiwani National Park","Mayindrini","National Park",-12.16027,44.20214,5,"Caesionidae",36.02016,80.5435263204188,36.02016,144,321.99378875997,144
"2/26/2024",2024,"Comoros","Shisiwani National Park","Mayindrini","National Park",-12.16027,44.20214,5,"Scarinae",56.25608,35.1380040678465,15.7141931378738,248,163.46253393362,73.1026675299883
"2/26/2024",2024,"Comoros","Shisiwani National Park","Mayindrini","National Park",-12.16027,44.20214,5,"Chaetodontidae",51.11904,19.1347768894231,8.5573323718084,880,301.99337741083,135.055544129073
"2/26/2024",2024,"Comoros","Shisiwani National Park","Mayindrini","National Park",-12.16027,44.20214,5,"Lethrinidae",38.42744,66.3120689229947,29.6556587680935,192,295.83779339361,132.30268326833
"2/26/2024",2024,"Comoros","Shisiwani National Park","Mayindrini","National Park",-12.16027,44.20214,5,"Haemulidae",0,0,0,0,0,0
