Eco_region,Country,Year,sub-national,MPA,Site,Station,Station_corrected,family,density.ind.ha.
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Kiunga_MNR,Kadhikia kuru,Kadhikia,Epinephelidae,0
Malindi-Chale,Kenya,2021,Kilifi-Mombasa,Park,Mombasa Marine National Park,Kasa,Kasa,Epinephelidae,88
Malindi-Chale,Kenya,2021,Tiwi-Chale,Open access,Waa,Kaya Similani,Kaya Similani,Epinephelidae,40
Malindi-Chale,Kenya,2021,Tiwi-Chale,Open access,Waa,Kikadini,Kikadini,Epinephelidae,8
Malindi-Chale,Kenya,2021,Kilifi-Mombasa,Open access,Kilifi,KilifiN,Kilifi,Epinephelidae,16
Msambweni-Kisite,Kenya,2022,Msambweni-Kisite,Open access,Munje,Kilingoni,Kilingoni,Epinephelidae,0
Malindi-Chale,Kenya,2021,Tiwi-Chale,Open access,Diani_Chale,Kinondo Makonde,Kinondo Makonde,Epinephelidae,16
Kiunga-Lamu,Kenya,2022,Kiunga-Lamu,Open access,Lamu,Kinyika_inner,Kinyika_inner,Epinephelidae,0
Kiunga-Lamu,Kenya,2022,Kiunga-Lamu,Open access,Lamu,Kinyika_outer,Kinyika_outer,Epinephelidae,10
Msambweni-Kisite,Kenya,2021,Msambweni-Kisite,Park,Shimoni,Kisite,Kisite,Epinephelidae,152
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Kizingitini,Kitwani,Kitwani,Epinephelidae,13.33333333
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Kiunga_MNR,Kui,Kui,Epinephelidae,26.66666667
Malindi-Chale,Kenya,2020,Kilifi-Mombasa,Open access,Vipingo,Kuruwitu_Tengefu,Kuruwitu_Tengefu,Epinephelidae,16
Malindi-Chale,Kenya,2021,Kilifi-Mombasa,Reserve,Mombasa Marine National Reserve,Leven,Leven,Epinephelidae,32
Malindi-Chale,Kenya,2022,Kilifi-Mombasa,Park,Mombasa Marine National Park,Lobster bank,Lobster bank,Epinephelidae,104
Msambweni-Kisite,Kenya,2021,Msambweni-Kisite,Reserve,Kisite Marine National Reserve,Lower Mpunguti,Mpunguti-Lower,Epinephelidae,0
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Kizingitini,Mabiyu,Mabiyu,Epinephelidae,0
Malindi-Chale,Kenya,2021,Tiwi-Chale,Open access,Waa,Magandia,Magandia,Epinephelidae,56
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Kiunga_MNR,Magulugulu,Magulugulu,Epinephelidae,60
Msambweni-Kisite,Kenya,2021,Msambweni-Kisite,Park,Kisite Marine National Park,MakoKokwe,Makokokwe,Epinephelidae,32
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Lamu,Manda Toto,Manda-Toto,Epinephelidae,0
Msambweni-Kisite,Kenya,2022,Msambweni-Kisite,Open access,Mkunguni,Mapasi,Mapasi,Epinephelidae,16
Malindi-Chale,Kenya,2020,Malindi-Watamu,Open access,Marereni,Marereni_Tengefu,Marereni,Epinephelidae,0
Msambweni-Kisite,Kenya,2022,Msambweni-Kisite,Open access,Msambweni,Mboe,Mboe,Epinephelidae,16
Msambweni-Kisite,Kenya,2022,Msambweni-Kisite,Open access,Msambweni,Mekka,Mekka,Epinephelidae,112
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Kiunga_MNR,Mikes inner,Mikes_inner,Epinephelidae,0
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Kiunga_MNR,Mikes outer,Mikes_outer,Epinephelidae,8
Msambweni-Kisite,Kenya,2022,Msambweni-Kisite,Open access,Mkwiro,Mji wa kale,Mji wa kale,Epinephelidae,16
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Kiunga_MNR,Mkokoni Coral Garden,Mkokoni_Coral_Garden,Epinephelidae,0
Msambweni-Kisite,Kenya,2022,Msambweni-Kisite,Open access,Msambweni,Mliani,Mliani,Epinephelidae,8
Malindi-Chale,Kenya,2021,Malindi-Watamu,Reserve,Watamu Marine National Reserve,Moray,Moray,Epinephelidae,104
Malindi-Chale,Kenya,2020,Kilifi-Mombasa,Open access,Kanamai,Mradi_Tengefu,Mradi_Tengefu,Epinephelidae,0
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Pate,Mtanga wa Bandari,Mtanga wa Bandari,Epinephelidae,0
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Mkokoni,Muhindi,Ch._Hindi,Epinephelidae,13.33333333
Malindi-Chale,Kenya,2021,Tiwi-Chale,Open access,Diani_Chale,Mvureni,Mvureni,Epinephelidae,13.33333333
Msambweni-Kisite,Kenya,2022,Msambweni-Kisite,Open access,Msambweni,Mwakinyavu,Mwakinyavu,Epinephelidae,24
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Reserve,Kiunga_MNR,Mwamba Mkuu,Mwamba Mkuu,Epinephelidae,0
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Shanga,Mwamba Yee,Mwamba Yee,Epinephelidae,26.66666667
Malindi-Chale,Kenya,2021,Malindi-Watamu,Park,Malindi Marine National Park,Coral garden Malindi,Old_Coral_Garden,Epinephelidae,40
Msambweni-Kisite,Kenya,2022,Msambweni-Kisite,Open access,Kibuyuni,Ngomani,Ngomani,Epinephelidae,0
Malindi-Chale,Kenya,2021,Malindi-Watamu,Park,Malindi Marine National Park,North Reef,North_Reef,Epinephelidae,96
Malindi-Chale,Kenya,2023,Kilifi-Mombasa,Reserve,Mombasa Marine National Reserve,Nyali Coral Garden,Nyali,Epinephelidae,0
Malindi-Chale,Kenya,2020,Malindi-Watamu,Park,Malindi Marine National Park,Papa Reef,Papa Reef,Epinephelidae,72
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Shanga,Pethali,Pezali_Rock,Epinephelidae,32
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Shanga,Popo,Popo,Epinephelidae,0
Malindi-Chale,Kenya,2023,Kilifi-Mombasa,Reserve,Mombasa Marine National Reserve,Ras Iwatine,Ras_Iwatine,Epinephelidae,13.33333333
Kiunga-Lamu,Kenya,2023,Kiunga-Lamu,Open access,Shanga,Sagafu,Sagafu,Epinephelidae,0
Malindi-Chale,Kenya,2023,Kilifi-Mombasa,Park,Mombasa Marine National Park,Starfish,Starfish,Epinephelidae,0
Malindi-Chale,Kenya,2022,Kilifi-Mombasa,Open access,Kilifi,Takaungu,Takaungu,Epinephelidae,13.33333333
Malindi-Chale,Kenya,2020,Malindi-Watamu,Park,Watamu Marine National Park,Turtle Reef,Turtle_Reef,Epinephelidae,32
Msambweni-Kisite,Kenya,2021,Msambweni-Kisite,Reserve,Kisite Marine National Reserve,Upper Mpunguti,Mpunguti-Upper,Epinephelidae,64
Malindi-Chale,Kenya,2021,Malindi-Watamu,Reserve,Watamu Marine National Reserve,Uyombo,Uyombo,Epinephelidae,16
Malindi-Chale,Kenya,2021,Kilifi-Mombasa,Open access,Vuma,Vuma North,Vuma,Epinephelidae,0
Malindi-Chale,Kenya,2021,Kilifi-Mombasa,Open access,Vuma,Vuma South,Vuma,Epinephelidae,32
Msambweni-Kisite,Kenya,2020,Msambweni-Kisite,Open access,Wasini,Wasini_Tengefu,Wasini_Tengefu,Epinephelidae,24
Malindi-Chale,Kenya,2022,Kilifi-Mombasa,Open access,Vuma,Wembe,Wembe,Epinephelidae,192
